rosbagTimestamp,x,y,z
1664554197697924940,1303.0,2875.0,480.0
1664554197757760906,1471.0,2735.0,480.0
1664554197818390812,1638.0,2597.0,480.0
1664554197878825746,1806.0,2457.0,480.0
1664554197938767958,1977.0,2317.0,480.0
1664554198000146001,2145.0,2180.0,480.0
1664554198061418691,2313.0,2041.0,480.0
1664554198120765047,2478.0,1901.0,480.0
1664554198181586806,2644.0,1761.0,480.0
1664554198241941371,2690.0,1763.0,480.0
1664554198302784811,2570.0,1900.0,480.0
1664554198365462237,2448.0,2040.0,480.0
1664554198424904606,2326.0,2179.0,480.0
1664554198484883952,2202.0,2314.0,480.0
1664554198546167056,2078.0,2455.0,480.0
1664554198605892075,1957.0,2594.0,480.0
1664554198664988612,1832.0,2731.0,480.0
1664554198739245212,1710.0,2870.0,480.0
1664554198798755424,1587.0,3003.0,480.0
1664554198858779430,1582.0,2997.0,480.0
1664554198919180516,1583.0,2997.0,480.0
1664554198980035325,1580.0,2990.0,480.0
1664554199039699567,1578.0,2986.0,480.0
1664554199099711104,1581.0,2985.0,480.0
1664554199159893916,1578.0,2977.0,480.0
1664554199219553097,1571.0,2969.0,480.0
1664554199278863525,1572.0,2965.0,480.0
1664554199339501437,1573.0,2962.0,480.0
1664554199401970108,1572.0,2966.0,480.0
1664554199462247351,1578.0,2966.0,480.0
1664554199523021198,1578.0,2966.0,480.0
1664554199585265845,1577.0,2960.0,480.0
1664554199646084645,1573.0,2947.0,480.0
1664554199706205051,1572.0,2948.0,480.0
1664554199767528684,1574.0,2953.0,480.0
1664554199828980889,1578.0,2960.0,480.0
1664554199888901197,1579.0,2961.0,480.0
1664554199951094560,1577.0,2960.0,480.0
1664554200012493310,1582.0,2960.0,480.0
1664554200074340274,1578.0,2958.0,480.0
1664554200137312379,1577.0,2953.0,480.0
1664554200198318020,1581.0,2961.0,480.0
1664554200257701503,1590.0,2975.0,480.0
1664554200328786124,1589.0,2975.0,480.0
1664554200384739269,1588.0,2974.0,480.0
1664554200441605701,1589.0,2977.0,480.0
1664554200502109955,1591.0,2984.0,480.0
1664554200564132663,1592.0,2989.0,480.0
1664554200620842722,1591.0,2994.0,480.0
1664554200681995082,1593.0,3000.0,480.0
1664554200741451330,1591.0,3006.0,480.0
1664554200801991100,1587.0,3010.0,480.0
1664554200865160837,1583.0,3014.0,480.0
1664554200927491310,1586.0,3017.0,480.0
1664554200987960644,1586.0,3020.0,480.0
1664554201050693403,1585.0,3012.0,480.0
1664554201115232093,1586.0,3012.0,480.0
1664554201174955462,1591.0,3015.0,480.0
1664554201235913166,1588.0,3016.0,480.0
1664554201295853079,1588.0,3012.0,480.0
1664554201358856531,1590.0,3014.0,480.0
1664554201420416165,1590.0,3013.0,480.0
1664554201481229221,1593.0,3009.0,480.0
1664554201541452597,1586.0,3006.0,480.0
1664554201601168140,1585.0,3006.0,480.0
1664554201663361043,1585.0,3006.0,480.0
1664554201725233877,1584.0,3006.0,480.0
1664554201787485686,1577.0,3000.0,480.0
1664554201849114835,1578.0,2996.0,480.0
1664554201910760733,1579.0,3000.0,480.0
1664554201970869599,1576.0,2997.0,480.0
1664554202032074551,1574.0,2997.0,480.0
1664554202093169375,1575.0,2999.0,480.0
1664554202153679330,1577.0,3002.0,480.0
1664554202214674723,1578.0,3004.0,480.0
1664554202275293528,1577.0,3007.0,480.0
1664554202337301425,1576.0,3001.0,480.0
1664554202398914984,1578.0,2999.0,480.0
1664554202459885066,1576.0,3000.0,480.0
1664554202520625098,1573.0,2994.0,480.0
1664554202582077148,1577.0,2997.0,480.0
1664554202643254881,1578.0,2996.0,480.0
1664554202702834094,1575.0,2994.0,480.0
1664554202762866550,1572.0,2987.0,480.0
1664554202823968155,1569.0,2985.0,480.0
1664554202887052898,1568.0,2981.0,480.0
1664554202950805360,1566.0,2981.0,480.0
1664554203013440164,1563.0,2983.0,480.0
1664554203074048735,1563.0,2982.0,480.0
1664554203136334989,1559.0,2983.0,480.0
1664554203198435402,1554.0,2978.0,480.0
1664554203259462760,1554.0,2974.0,480.0
1664554203319937351,1556.0,2978.0,480.0
1664554203381807337,1558.0,2983.0,480.0
1664554203442883398,1561.0,2979.0,480.0
1664554203503457488,1562.0,2979.0,480.0
1664554203565916155,1563.0,2980.0,480.0
1664554203627681352,1567.0,2978.0,480.0
1664554203687259325,1567.0,2975.0,480.0
1664554203748678819,1574.0,2979.0,480.0
1664554203809607105,1574.0,2985.0,480.0
1664554203870790761,1573.0,2985.0,480.0
1664554203936182140,1571.0,2980.0,480.0
1664554203999510825,1573.0,2984.0,480.0
1664554204062974747,1571.0,2992.0,480.0
1664554204124559640,1575.0,2996.0,480.0
1664554204187166854,1575.0,2997.0,480.0
1664554204248424437,1575.0,3006.0,480.0
1664554204309861709,1577.0,3009.0,480.0
1664554204369625791,1576.0,3008.0,480.0
1664554204429587332,1581.0,3009.0,480.0
1664554204490449564,1586.0,3013.0,480.0
1664554204552523777,1589.0,3015.0,480.0
1664554204615056514,1590.0,3016.0,480.0
1664554204676141180,1590.0,3011.0,480.0
1664554204737052214,1591.0,3011.0,480.0
1664554204798432238,1594.0,3013.0,480.0
1664554204859213926,1594.0,3002.0,480.0
1664554204920351330,1594.0,2999.0,480.0
1664554204981377957,1587.0,2990.0,480.0
1664554205041943634,1583.0,2983.0,480.0
1664554205103397912,1579.0,2981.0,480.0
1664554205166079272,1575.0,2976.0,480.0
1664554205226391571,1571.0,2964.0,480.0
1664554205287090187,1570.0,2958.0,480.0
1664554205348082026,1567.0,2954.0,480.0
1664554205408804822,1562.0,2946.0,480.0
1664554205469343522,1560.0,2947.0,480.0
1664554205529796431,1557.0,2951.0,480.0
1664554205591655014,1562.0,2954.0,480.0
1664554205653166954,1564.0,2958.0,480.0
1664554205715696508,1563.0,2955.0,480.0
1664554205776344425,1566.0,2963.0,480.0
1664554205836963858,1563.0,2965.0,480.0
1664554205896658244,1563.0,2970.0,480.0
1664554205957454224,1566.0,2973.0,480.0
1664554206018644584,1572.0,2980.0,480.0
1664554206078067280,1574.0,2985.0,480.0
1664554206138294046,1577.0,2983.0,480.0
1664554206198813349,1583.0,2987.0,480.0
1664554206258581983,1583.0,2988.0,480.0
1664554206319587500,1590.0,2995.0,480.0
1664554206379853919,1591.0,2993.0,480.0
1664554206441419554,1600.0,3000.0,480.0
1664554206502622487,1599.0,3002.0,480.0
1664554206564517312,1595.0,2997.0,480.0
1664554206625251797,1594.0,2997.0,480.0
1664554206686538178,1593.0,2997.0,480.0
1664554206746256251,1590.0,2997.0,480.0
1664554206808364029,1583.0,2995.0,480.0
1664554206868959488,1586.0,2993.0,480.0
1664554206929713348,1582.0,2986.0,480.0
1664554206989482495,1580.0,2987.0,480.0
1664554207051547863,1579.0,2987.0,480.0
1664554207112233367,1586.0,2990.0,480.0
1664554207171329817,1587.0,2991.0,480.0
1664554207231716856,1587.0,2992.0,480.0
1664554207292018389,1585.0,2993.0,480.0
1664554207352964025,1588.0,2995.0,480.0
1664554207423175293,1590.0,2996.0,480.0
1664554207485434873,1588.0,2997.0,480.0
1664554207544921459,1590.0,3001.0,480.0
1664554207604842726,1584.0,2999.0,480.0
1664554207665972300,1580.0,2997.0,480.0
1664554207726195957,1571.0,2988.0,480.0
1664554207786323379,1568.0,2987.0,480.0
1664554207845965504,1565.0,2987.0,480.0
1664554207905880556,1563.0,2984.0,480.0
1664554207965778813,1561.0,2981.0,480.0
1664554208025124684,1559.0,2983.0,480.0
1664554208085630813,1552.0,2978.0,480.0
1664554208145574104,1549.0,2972.0,480.0
1664554208204736376,1558.0,2970.0,480.0
1664554208265124599,1556.0,2961.0,480.0
1664554208324861158,1559.0,2968.0,480.0
1664554208386589963,1558.0,2965.0,480.0
1664554208448547859,1560.0,2962.0,480.0
1664554208509804314,1562.0,2955.0,480.0
1664554208570043223,1563.0,2950.0,480.0
1664554208633273076,1563.0,2946.0,480.0
1664554208695570531,1567.0,2948.0,480.0
1664554208754919379,1568.0,2951.0,480.0
1664554208816854636,1565.0,2954.0,480.0
1664554208877598589,1567.0,2958.0,480.0
1664554208937246559,1567.0,2957.0,480.0
1664554208997619800,1571.0,2962.0,480.0
1664554209058744984,1567.0,2959.0,480.0
1664554209120759365,1569.0,2966.0,480.0
1664554209181840263,1573.0,2976.0,480.0
1664554209243028556,1571.0,2975.0,480.0
1664554209303779274,1574.0,2976.0,480.0
1664554209364907005,1574.0,2981.0,480.0
1664554209426571347,1573.0,2980.0,480.0
1664554209487189966,1574.0,2982.0,480.0
1664554209548504161,1577.0,2981.0,480.0
1664554209609166986,1576.0,2978.0,480.0
1664554209670533255,1580.0,2983.0,480.0
1664554209731731256,1581.0,2980.0,480.0
1664554209792541588,1578.0,2977.0,480.0
1664554209853452631,1583.0,2982.0,480.0
1664554209912866009,1583.0,2980.0,480.0
1664554209973071475,1581.0,2977.0,480.0
1664554210036211865,1582.0,2978.0,480.0
1664554210096148642,1585.0,2981.0,480.0
1664554210156009756,1580.0,2978.0,480.0
1664554210216485607,1583.0,2985.0,480.0
1664554210277416573,1578.0,2987.0,480.0
1664554210338062676,1579.0,2986.0,480.0
1664554210399600029,1579.0,2983.0,480.0
1664554210459823857,1578.0,2981.0,480.0
1664554210519647711,1575.0,2982.0,480.0
1664554210579812067,1574.0,2978.0,480.0
1664554210640507109,1572.0,2972.0,480.0
1664554210701133166,1568.0,2964.0,480.0
1664554210760564542,1569.0,2967.0,480.0
1664554210820421238,1563.0,2956.0,480.0
1664554210880985319,1560.0,2954.0,480.0
1664554210941132601,1557.0,2960.0,480.0
1664554211001694581,1556.0,2966.0,480.0
1664554211062629491,1553.0,2968.0,480.0
1664554211124358338,1553.0,2975.0,480.0
1664554211183828552,1551.0,2983.0,480.0
1664554211245044514,1550.0,2990.0,480.0
1664554211304717748,1552.0,3000.0,480.0
1664554211364394884,1549.0,3006.0,480.0
1664554211424511842,1556.0,3017.0,480.0
1664554211484195157,1564.0,3013.0,480.0
1664554211544193210,1570.0,3010.0,480.0
1664554211604850351,1572.0,3010.0,480.0
1664554211666921006,1577.0,3007.0,480.0
1664554211726695469,1580.0,3000.0,480.0
1664554211787502179,1585.0,2998.0,480.0
1664554211848651743,1590.0,2996.0,480.0
1664554211908116900,1596.0,2991.0,480.0
1664554211968568946,1598.0,2985.0,480.0
1664554212028497123,1594.0,2979.0,480.0
1664554212088340942,1590.0,2981.0,480.0
1664554212148803396,1589.0,2984.0,480.0
1664554212210045583,1587.0,2981.0,480.0
1664554212270430476,1585.0,2980.0,480.0
1664554212330016409,1586.0,2985.0,480.0
1664554212391889150,1585.0,2983.0,480.0
1664554212465224959,1581.0,2977.0,480.0
1664554212524065818,1574.0,2981.0,480.0
1664554212586573025,1575.0,2985.0,480.0
1664554212646276940,1574.0,2988.0,480.0
1664554212707140369,1575.0,2990.0,480.0
