rosbagTimestamp,x,y,z
1664555128067845098,3508.0,2918.0,480.0
1664555128130566185,3509.0,2880.0,480.0
1664555128195212479,3508.0,2840.0,480.0
1664555128255373260,3510.0,2801.0,480.0
1664555128315476039,3511.0,2762.0,480.0
1664555128376936830,3512.0,2723.0,480.0
1664555128437245902,3512.0,2683.0,480.0
1664555128498566458,3513.0,2645.0,480.0
1664555128559953845,3511.0,2606.0,480.0
1664555128620556501,3555.0,2619.0,480.0
1664555128682311208,3605.0,2664.0,480.0
1664555128743411876,3653.0,2706.0,480.0
1664555128805345818,3706.0,2750.0,480.0
1664555128865568623,3750.0,2794.0,480.0
1664555128926713940,3792.0,2841.0,480.0
1664555128988901300,3838.0,2886.0,480.0
1664555129049929352,3886.0,2934.0,480.0
1664555129110453527,3933.0,2977.0,480.0
1664555129170709858,3980.0,3021.0,480.0
1664555129232324167,3977.0,3012.0,480.0
1664555129293659909,3967.0,3006.0,480.0
1664555129354415854,3960.0,3007.0,480.0
1664555129414876961,3954.0,3002.0,480.0
1664555129474700437,3950.0,2999.0,480.0
1664555129534169274,3950.0,2991.0,480.0
1664555129593391493,3946.0,2984.0,480.0
1664555129655641743,3941.0,2977.0,480.0
1664555129715978537,3944.0,2973.0,480.0
1664555129775855496,3944.0,2972.0,480.0
1664555129835375803,3945.0,2974.0,480.0
1664555129896304217,3946.0,2981.0,480.0
1664555129956735991,3951.0,2978.0,480.0
1664555130016808652,3950.0,2983.0,480.0
1664555130076399981,3952.0,2980.0,480.0
1664555130136523632,3954.0,2980.0,480.0
1664555130196948540,3952.0,2990.0,480.0
1664555130257686972,3949.0,2993.0,480.0
1664555130317488304,3935.0,3001.0,480.0
1664555130378339280,3928.0,2998.0,480.0
1664555130438837702,3924.0,2999.0,480.0
1664555130499386808,3923.0,2993.0,480.0
1664555130559050349,3913.0,3002.0,480.0
1664555130618450038,3911.0,2998.0,480.0
1664555130679450882,3908.0,3003.0,480.0
1664555130740345536,3903.0,3003.0,480.0
1664555130800067527,3904.0,3004.0,480.0
1664555130859910642,3905.0,3008.0,480.0
1664555130918629006,3911.0,3011.0,480.0
1664555130979368093,3915.0,3018.0,480.0
1664555131039091563,3921.0,3019.0,480.0
1664555131098992621,3921.0,3026.0,480.0
1664555131158126593,3928.0,3020.0,480.0
1664555131218888456,3929.0,3024.0,480.0
1664555131279150048,3934.0,3029.0,480.0
1664555131336053629,3939.0,3032.0,480.0
1664555131395362844,3946.0,3027.0,480.0
1664555131455227799,3951.0,3022.0,480.0
1664555131515833616,3956.0,3018.0,480.0
1664555131575195513,3960.0,3014.0,480.0
1664555131634307108,3962.0,3013.0,480.0
1664555131695222425,3969.0,3010.0,480.0
1664555131755438039,3973.0,3007.0,480.0
1664555131815460350,3973.0,3005.0,480.0
1664555131874910860,3973.0,2997.0,480.0
1664555131934521480,3973.0,2997.0,480.0
1664555131995634785,3973.0,2998.0,480.0
1664555132055912110,3972.0,3001.0,480.0
1664555132115558989,3967.0,2995.0,480.0
1664555132175665810,3963.0,2996.0,480.0
1664555132234725063,3966.0,2995.0,480.0
1664555132295460779,3964.0,2994.0,480.0
1664555132355500109,3959.0,2996.0,480.0
1664555132416602652,3958.0,3003.0,480.0
1664555132477063623,3961.0,3002.0,480.0
1664555132538608689,3958.0,3005.0,480.0
1664555132598920674,3955.0,3002.0,480.0
1664555132659101056,3958.0,2998.0,480.0
1664555132718935600,3960.0,3000.0,480.0
1664555132779250554,3964.0,2995.0,480.0
1664555132839170120,3959.0,2994.0,480.0
1664555132898928606,3960.0,2991.0,480.0
1664555132959778066,3958.0,2991.0,480.0
1664555133019717990,3959.0,2983.0,480.0
1664555133079884309,3958.0,2986.0,480.0
1664555133138833480,3959.0,2984.0,480.0
1664555133199820768,3957.0,2983.0,480.0
1664555133260218756,3956.0,2979.0,480.0
1664555133321069661,3956.0,2978.0,480.0
1664555133381684347,3954.0,2980.0,480.0
1664555133442555607,3954.0,2982.0,480.0
1664555133501319110,3946.0,2986.0,480.0
1664555133562507963,3947.0,2994.0,480.0
1664555133622284170,3946.0,2996.0,480.0
1664555133682178187,3939.0,2995.0,480.0
1664555133742478640,3938.0,2992.0,480.0
1664555133803314621,3933.0,3004.0,480.0
1664555133865495545,3928.0,3012.0,480.0
1664555133925881956,3928.0,3012.0,480.0
1664555134000196630,3925.0,3016.0,480.0
1664555134061459798,3922.0,3017.0,480.0
1664555134121014684,3923.0,3017.0,480.0
1664555134181396326,3925.0,3013.0,480.0
1664555134242861416,3921.0,3015.0,480.0
1664555134302206609,3917.0,3016.0,480.0
1664555134361756618,3913.0,3016.0,480.0
1664555134421025968,3918.0,3012.0,480.0
1664555134483652481,3914.0,3011.0,480.0
1664555134545430691,3909.0,3017.0,480.0
1664555135040215663,3910.0,3013.0,480.0
1664555135100669767,3914.0,3010.0,480.0
1664555135163087042,3921.0,3006.0,480.0
1664555135223542826,3925.0,2999.0,480.0
1664555135284318576,3929.0,2995.0,480.0
1664555135345965419,3934.0,2995.0,480.0
1664555135408265286,3941.0,2994.0,480.0
1664555135468497031,3943.0,2990.0,480.0
1664555135531009652,3946.0,2990.0,480.0
1664555135591725966,3948.0,2986.0,480.0
1664555135651151493,3950.0,2992.0,480.0
1664555135713076245,3947.0,2993.0,480.0
1664555135773600903,3940.0,2998.0,480.0
1664555135835373186,3932.0,3007.0,480.0
1664555135895472267,3929.0,3012.0,480.0
1664555135955349381,3929.0,3013.0,480.0
1664555136015749820,3925.0,3017.0,480.0
1664555136076731706,3917.0,3024.0,480.0
1664555136137842519,3918.0,3021.0,480.0
