rosbagTimestamp,x,y,z
1664548809722014720,1145.0,938.0,480.0
1664548809784371274,1146.0,938.0,480.0
1664548809844831439,1147.0,937.0,480.0
1664548809907159545,1148.0,937.0,480.0
1664548809968131627,1150.0,937.0,480.0
1664548810029649680,1152.0,936.0,480.0
1664548810091541708,1154.0,936.0,480.0
1664548810151549503,1157.0,935.0,480.0
1664548810211936922,1160.0,934.0,480.0
1664548810274323830,1163.0,933.0,480.0
1664548810330395799,1166.0,933.0,480.0
1664548810387377802,1168.0,932.0,480.0
1664548810445126857,1170.0,932.0,480.0
1664548810505874523,1172.0,931.0,480.0
1664548810565871787,1173.0,931.0,480.0
1664548810627481168,1174.0,931.0,480.0
1664548810688085801,1175.0,931.0,480.0
1664548810747884425,1175.0,931.0,480.0
1664548810808516743,1175.0,931.0,480.0
1664548810869569428,1175.0,931.0,480.0
1664548810930929097,1175.0,931.0,480.0
1664548810991234975,1175.0,931.0,480.0
1664548811052484211,1174.0,931.0,480.0
1664548811112842048,1174.0,931.0,480.0
1664548811173638764,1174.0,931.0,480.0
1664548811233366351,1174.0,931.0,480.0
1664548811295484017,1174.0,931.0,480.0
1664548811357099218,1174.0,931.0,480.0
1664548811417576882,1173.0,931.0,480.0
1664548811478429843,1173.0,931.0,480.0
1664548811538142113,1173.0,931.0,480.0
1664548811598319795,1173.0,931.0,480.0
1664548811660808354,1173.0,931.0,480.0
1664548811721638267,1173.0,931.0,480.0
1664548811781676555,1173.0,932.0,480.0
1664548811843899656,1173.0,932.0,480.0
1664548811904261177,1172.0,932.0,480.0
1664548811965213699,1172.0,932.0,480.0
1664548812027307127,1172.0,932.0,480.0
1664548812088071707,1172.0,932.0,480.0
1664548812147782457,1172.0,932.0,480.0
1664548812208529692,1172.0,932.0,480.0
1664548812269831550,1172.0,932.0,480.0
1664548812330653441,1172.0,932.0,480.0
1664548812391732650,1172.0,932.0,480.0
1664548812450936206,1171.0,932.0,480.0
1664548812512277647,1171.0,932.0,480.0
1664548812571959947,1171.0,932.0,480.0
